id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL,Image
907,Fearsome Floors,2,7,60,2003,"Grid Movement, Modular Board","Horror, Racing",Friedemann Friese,https://boardgamegeek.com/boardgame/7805/fearsome-floors,https://cf.geekdo-images.com/GFIDR8JqZletddix8obk5A__original/img/zoVIfr9yOcpaVob1NhCur64dYBY=/0x0/filters:format(jpeg)/pic163508.jpg
908,Middle-earth,1,5,90,1995,"Area Movement, Dice Rolling, Hand Management, Variable Player Powers","Adventure, Card Game, Collectible Components, Exploration, Fantasy, Fighting, Novel-based",Coleman Charlton,https://boardgamegeek.com/boardgame/1915/middle-earth,https://cf.geekdo-images.com/aqDPxf7YwqPlRh97rpO7pw__original/img/DfKMc7j0aTh_8Of7eyI8tqJeAZA=/0x0/filters:format(jpeg)/pic32976.jpg
909,Kahuna,2,2,40,1998,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building, Take That",Abstract Strategy,Günter Cornett,https://boardgamegeek.com/boardgame/394/kahuna,https://cf.geekdo-images.com/UdhhVlmQihMbvlNSvY1lUA__original/img/eFUPl6jyG6enyuTqqEE-4vGw7NI=/0x0/filters:format(jpeg)/pic2606165.jpg
910,Duel of Ages II,2,8,150,2013,"Grid Movement, Hex-and-Counter, Modular Board, Partnerships, Variable Player Powers","Adventure, Fantasy, Fighting, Science Fiction, Wargame",Brett G. Murrell,https://boardgamegeek.com/boardgame/129459/duel-ages-ii,https://cf.geekdo-images.com/cufcZvp2JiI86Unqb76Nhg__original/img/CzVlq1AYZ-TJwH8GWxDFiRbJTE4=/0x0/filters:format(jpeg)/pic1399113.jpg
911,Onirim,1,2,15,2010,"Co-operative Play, Hand Management, Set Collection","Card Game, Exploration, Fantasy, Maze",Shadi Torbey,https://boardgamegeek.com/boardgame/71836/onirim,https://cf.geekdo-images.com/qBmiZPJMaU2fhi-SoU3KWA__original/img/ojEvjwqcPEwzAEcOHn0QZmO1_Zg=/0x0/filters:format(jpeg)/pic730580.jpg
912,Warhammer Underworlds: Shadespire,2,4,60,2017,"Area Control / Area Influence, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers","Card Game, Collectible Components, Dice, Fantasy, Fighting, Miniatures",David Sanders,https://boardgamegeek.com/boardgame/224597/warhammer-underworlds-shadespire,https://cf.geekdo-images.com/1Ktu-DEbypjGIe325y3yhg__original/img/u5pGBS1Wc8hGMV98_hR1QIKE8e0=/0x0/filters:format(jpeg)/pic3750232.jpg
913,Timeline: Historical Events,2,8,15,2011,none,"Card Game, Educational, Trivia",Frédéric Henry,https://boardgamegeek.com/boardgame/113401/timeline-historical-events,https://cf.geekdo-images.com/V-LCKnzAZvzdim9_PMPGpw__original/img/nj33ZARrJI6yCp9kTZC911kh7A4=/0x0/filters:format(jpeg)/pic5872050.jpg
914,Valley of the Kings: Afterlife,1,4,45,2015,"Card Drafting, Deck / Pool Building, Hand Management","Ancient, Card Game, Mythology, Religious",Tom Cleaver,https://boardgamegeek.com/boardgame/175223/valley-kings-afterlife,https://cf.geekdo-images.com/PqoEulSFarx64L6EYMn-qg__original/img/ICVUZC1UOWvmpx7ECEUQadCt6uM=/0x0/filters:format(jpeg)/pic2456554.jpg
915,A Victory Lost,2,2,360,2006,"Chit-Pull System, Dice Rolling, Hex-and-Counter","Wargame, World War II",Tetsuya Nakamura,https://boardgamegeek.com/boardgame/19622/victory-lost,https://cf.geekdo-images.com/xWZMYzb0z2wfgbIDyDr2KQ__original/img/gOy82jFE6JhPgZhJPTGn71oFSyU=/0x0/filters:format(jpeg)/pic102685.jpg
916,Traders of Osaka,2,4,30,2006,"Commodity Speculation, Hand Management, Set Collection","Ancient, Card Game, Economic",Susumu Kawasaki,https://boardgamegeek.com/boardgame/24827/traders-osaka,https://cf.geekdo-images.com/m3A_P7Q9cL6TwocWr9ENow__original/img/EGQIvLU9MYF12-gjhEkEA5G0efE=/0x0/filters:format(png)/pic2375943.png
917,Bunny Kingdom,2,4,60,2017,"Area Control / Area Influence, Card Drafting","Animals, Medieval, Territory Building",Richard Garfield,https://boardgamegeek.com/boardgame/184921/bunny-kingdom,https://cf.geekdo-images.com/Noz8-u1ba828WUv69pTXKg__original/img/UsuOzkr2-QWs5KPyOhWS5s02Uug=/0x0/filters:format(jpeg)/pic3613444.jpg
918,Archaeology: The New Expedition,2,5,20,2016,"Card Drafting, Press Your Luck, Set Collection",Card Game,Phil Walker-Harding,https://boardgamegeek.com/boardgame/191300/archaeology-new-expedition,https://cf.geekdo-images.com/5fsW7qzvnkg8L0iVx_AM1A__original/img/4EIwkLf_b6eVmziTozPeDKKOymc=/0x0/filters:format(png)/pic2805898.png
919,Thunderstone Advance: Worlds Collide,1,5,60,2014,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy",Mike Elliott,https://boardgamegeek.com/boardgame/152765/thunderstone-advance-worlds-collide,https://cf.geekdo-images.com/OViI7l8j2auXioPpU5wfKw__original/img/M9u_kXyOlJXCv5khZxggp8A0yl4=/0x0/filters:format(jpeg)/pic1888624.jpg
920,Lost Cities: The Board Game,2,4,60,2008,"Hand Management, Set Collection","Adventure, Exploration",Reiner Knizia,https://boardgamegeek.com/boardgame/42487/lost-cities-board-game,https://cf.geekdo-images.com/d-LqrhWAEuIxdEL6DoR2Jg__original/img/g3AWiUSkXhDdzi7lpVZK0T4kjtg=/0x0/filters:format(jpeg)/pic4597093.jpg
921,A House Divided,2,2,240,1981,"Dice Rolling, Point to Point Movement","American Civil War, Wargame","Frank Chadwick, Alan Emrich",https://boardgamegeek.com/boardgame/701/house-divided,https://cf.geekdo-images.com/rDEIx8OkudXUEjcmJ_8MoA__original/img/PZjGBAyDprKDOBeVeZVbgVCk39k=/0x0/filters:format(jpeg)/pic1261028.jpg
922,Legacy of Dragonholt,1,6,999,2017,"Co-operative Play, Role Playing, Storytelling",Fantasy,Nikki Valens,https://boardgamegeek.com/boardgame/234669/legacy-dragonholt,https://cf.geekdo-images.com/RAdppZ1_dduI7vnJi3mtZQ__original/img/evc4kIOTJl3PEC1opktfjRNZtzI=/0x0/filters:format(jpeg)/pic3754388.jpg
923,Gulo Gulo,2,6,20,2003,Modular Board,"Action / Dexterity, Animals, Children's Game, Humor","Jürgen P. Grunau, Wolfgang Kramer, Hans Raggan",https://boardgamegeek.com/boardgame/6351/gulo-gulo,https://cf.geekdo-images.com/IMoWf9JkmAFT4qusWCCSCw__original/img/CnZQtTbjIXUCrjyoNdXwG4XdNKg=/0x0/filters:format(jpeg)/pic185673.jpg
924,My Village,2,4,90,2015,"Dice Rolling, Worker Placement","City Building, Dice","Inka Brand, Markus Brand",https://boardgamegeek.com/boardgame/172381/my-village,https://cf.geekdo-images.com/btcVFa7mq_IVb8sK1S5CGQ__original/img/YiUyfLuPR2Mf2bIfB9qaxgfAxE4=/0x0/filters:format(jpeg)/pic2760567.jpg
925,Omen: A Reign of War,2,2,30,2011,"Area Control / Area Influence, Card Drafting, Hand Management, Variable Player Powers","Ancient, Card Game, Fantasy, Mythology",John Clowdus,https://boardgamegeek.com/boardgame/94104/omen-reign-war,https://cf.geekdo-images.com/pfn0_xzYcwknaixo8IBYrQ__original/img/29y_SNEzln4lzTSWtCC8XCoJSN0=/0x0/filters:format(png)/pic4931053.png
926,Warhammer: Diskwars,2,4,90,2013,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Player Elimination, Rock-Paper-Scissors, Variable Player Powers","Dice, Fantasy, Wargame","Tom Jolly, Lukas Litzsinger, Christian T. Petersen",https://boardgamegeek.com/boardgame/146418/warhammer-diskwars,https://cf.geekdo-images.com/MbrchATH0RK7sVxnGnZ94g__original/img/GsnJfz7ccaehRYalXGhUYFIGHh0=/0x0/filters:format(jpeg)/pic1854825.jpg
927,Dead Man's Draw,2,4,15,2015,Press Your Luck,"Card Game, Pirates",none,https://boardgamegeek.com/boardgame/149155/dead-mans-draw,https://cf.geekdo-images.com/m6tC_KsilZUQsKFIzDXIpA__original/img/yhZIPwPWPnesvMA1ChdANxEcBzM=/0x0/filters:format(jpeg)/pic6489882.jpg
928,Sleuth,3,7,45,1971,"Card Drafting, Hand Management, Memory, Paper-and-Pencil","Card Game, Deduction",Sid Sackson,https://boardgamegeek.com/boardgame/594/sleuth,https://cf.geekdo-images.com/-FI9Wy5V-Jr7hOCc6w0fbQ__original/img/11k8HMQTB9LrQ-oGoOXFFrR0YlE=/0x0/filters:format(png)/pic1339353.png
929,Steel Driver,3,6,60,2008,"Auction/Bidding, Route/Network Building, Stock Holding","Trains, Transportation",Martin Wallace,https://boardgamegeek.com/boardgame/37387/steel-driver,https://cf.geekdo-images.com/mnrXg58DUqEi7E1mqx1ujg__original/img/diI03iYvS_Y8Xudm7cYb1ITsbpE=/0x0/filters:format(jpeg)/pic644894.jpg
930,Ticket to Ride: Rails & Sails,2,5,120,2016,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/202670/ticket-ride-rails-sails,https://cf.geekdo-images.com/KaTRZHY0XpW-ZSgjaRNzmg__original/img/3XLzbo_56PB-0PVjHlCn4YLq1d8=/0x0/filters:format(jpeg)/pic3066862.jpg
931,Empires in Arms,2,7,12000,1983,"Area Movement, Dice Rolling, Secret Unit Deployment, Simulation, Variable Player Powers","Economic, Napoleonic, Negotiation, Political, Wargame","Greg Pinder, Harry Rowland",https://boardgamegeek.com/boardgame/254/empires-arms,https://cf.geekdo-images.com/jaeUmGmOuicA5q3Il4Mb2w__original/img/ERxKg9p0v1zlZPcZSJFkBWafbW4=/0x0/filters:format(jpeg)/pic3651485.jpg
932,Vampire: The Eternal Struggle,2,5,120,1994,"Hand Management, Voting","Card Game, Collectible Components, Fighting, Horror, Political","Richard Garfield, Robert Goudie, L. Scott Johnson",https://boardgamegeek.com/boardgame/2122/vampire-eternal-struggle,https://cf.geekdo-images.com/F5xAr5r4A9c5Rv1PEx87Ow__original/img/lbbodSBq-wBYanFLpcT1e6tVkec=/0x0/filters:format(jpeg)/pic178705.jpg
933,On the Underground,2,5,60,2006,Route/Network Building,"Trains, Transportation",Sebastian Bleasdale,https://boardgamegeek.com/boardgame/24773/underground,https://cf.geekdo-images.com/ikGImGkGcN2BYlI-qfcOYg__original/img/P19GUQ7fw1molA-GON3ZFDwW6D8=/0x0/filters:format(jpeg)/pic138178.jpg
934,Helvetia,2,4,90,2011,"Action Point Allowance System, Area Control / Area Influence, Worker Placement",City Building,Matthias Cramer,https://boardgamegeek.com/boardgame/103092/helvetia,https://cf.geekdo-images.com/LS2BJeVoLAzx7HQGPeaIuQ__original/img/4xa2koO4jRvUTh8KwEWct4ce660=/0x0/filters:format(jpeg)/pic1043543.jpg
935,Villages of Valeria,1,5,60,2016,"Hand Management, Variable Player Powers","Card Game, City Building, Fantasy","Rick Holzgrafe, Isaias Vallejo",https://boardgamegeek.com/boardgame/180040/villages-valeria,https://cf.geekdo-images.com/Gm6traEMnsTZfiDsHl-pIg__original/img/jGvirdfVJOw43aWMeL-FBi0WZ0Q=/0x0/filters:format(jpeg)/pic3503838.jpg
936,Diamonds Club,2,4,75,2008,"Set Collection, Worker Placement","Economic, Industry / Manufacturing",Rüdiger Dorn,https://boardgamegeek.com/boardgame/37907/diamonds-club,https://cf.geekdo-images.com/zqS8l_uHwZ9QpA2Vb5ziPw__original/img/Jl7N_kNqECuqDayaL5ZGQEfxh4s=/0x0/filters:format(jpeg)/pic490106.jpg
937,Empire Builder,2,6,180,1982,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation","Darwin Bromley, Bill Fawcett",https://boardgamegeek.com/boardgame/168/empire-builder,https://cf.geekdo-images.com/WPfjWkfenHoUkqZByS5pyg__original/img/9QNa3OB2VNOwjTIzwoi-ARwn3Sw=/0x0/filters:format(jpeg)/pic436693.jpg
938,Leonardo da Vinci,2,5,90,2006,"Area Control / Area Influence, Hand Management, Worker Placement",Renaissance,"Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto",https://boardgamegeek.com/boardgame/21920/leonardo-da-vinci,https://cf.geekdo-images.com/EgE3d_zoM2QbVFNW5-qXVw__original/img/XS3-FMQRMLDpS8Ac97wmVCVbDk0=/0x0/filters:format(jpeg)/pic143408.jpg
939,Junta,2,7,240,1978,"Area Movement, Dice Rolling, Hand Management, Simultaneous Action Selection, Trading, Variable Player Powers, Voting","Bluffing, Humor, Mafia, Negotiation, Political, Wargame","Eric Goldberg, Ben Grossman, Steve Marsh, Steven Marsh, Vincent Tsao, Nikola Vrtis",https://boardgamegeek.com/boardgame/242/junta,https://cf.geekdo-images.com/zCjYdh7DzTOLEDpk9WhDhQ__original/img/gDqYmtTvq5eY_gYqioVg9SXI-m4=/0x0/filters:format(jpeg)/pic6502684.jpg
940,Stronghold (2nd edition),2,2,90,2016,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Variable Player Powers","Fantasy, Fighting, Medieval",Ignacy Trzewiczek,https://boardgamegeek.com/boardgame/179460/stronghold-2nd-edition,https://cf.geekdo-images.com/bqKVFPMa19yNMD6BJv0vVQ__original/img/Oa0w-bg7bHrS6Tzy6X6Lg1No3Rg=/0x0/filters:format(jpeg)/pic2642989.jpg
941,Pergamon,2,4,45,2011,Set Collection,Ancient,"Stefan Dorra, Ralf zur Linde",https://boardgamegeek.com/boardgame/90040/pergamon,https://cf.geekdo-images.com/086YBTGlbnI4Y1xMV6rtBA__original/img/BBYyZYyx4DfZUCF1I_MM94f1UlM=/0x0/filters:format(png)/pic6389152.png
942,Haspelknecht,2,4,90,2015,"Action Point Allowance System, Worker Placement","Environmental, Farming",Thomas Spitzer,https://boardgamegeek.com/boardgame/169794/haspelknecht,https://cf.geekdo-images.com/fulMbj3UT2AzhW2uLB-pOg__original/img/QeMEDzMRcZ_Dt6zyO29Yaz742UM=/0x0/filters:format(jpeg)/pic3070755.jpg
943,Escape from the Aliens in Outer Space,2,8,45,2010,"Area Movement, Paper-and-Pencil, Partnerships, Secret Unit Deployment","Horror, Party Game, Science Fiction","Mario Porpora, Pietro Righi Riva, Luca Francesco Rossi, Nicolò Tedeschi",https://boardgamegeek.com/boardgame/82168/escape-aliens-outer-space,https://cf.geekdo-images.com/RMpQKySngukhwS8Vd0Z5DA__original/img/qzsupfBs3THT83OPVNKPb68xzgA=/0x0/filters:format(png)/pic2792336.png
944,NMBR 9,1,4,20,2017,"Pattern Building, Simultaneous Action Selection, Tile Placement","Abstract Strategy, Number, Puzzle",Peter Wichmann,https://boardgamegeek.com/boardgame/217449/nmbr-9,https://cf.geekdo-images.com/a6j6yZmBJ5J2hcuo0KOW-A__original/img/PtqzpYyf8ENzK589ZVNifR62V3Y=/0x0/filters:format(jpeg)/pic3328269.jpg
945,Historia,1,6,180,2014,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",Civilization,Marco Pranzo,https://boardgamegeek.com/boardgame/157096/historia,https://cf.geekdo-images.com/tT2QxLXIMT58Jg8ER41pqA__original/img/FThIHUmV2NRvGO0V5juUsu3HAOk=/0x0/filters:format(jpeg)/pic2286978.jpg
946,Eight-Minute Empire,2,5,20,2012,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection",Territory Building,Ryan Laukat,https://boardgamegeek.com/boardgame/131366/eight-minute-empire,https://cf.geekdo-images.com/HKj7MIw-zV-AmQ7PfoltRg__original/img/mHUi6z1OzjvW-Dm5BAoNcEXdwXs=/0x0/filters:format(jpeg)/pic1443212.jpg
947,Hab & Gut,3,5,45,2008,"Hand Management, Stock Holding",Economic,Carlo A. Rossi,https://boardgamegeek.com/boardgame/38863/hab-gut,https://cf.geekdo-images.com/CrAzRoBFWWz6bbDTlzY23Q__original/img/ieUuBn7WH6Iuc-ZQ2zbrecR34Qo=/0x0/filters:format(png)/pic7061922.png
948,Ogre,1,3,45,1977,"Dice Rolling, Hex-and-Counter, Variable Player Powers","Fighting, Science Fiction, Wargame",Steve Jackson (I),https://boardgamegeek.com/boardgame/5206/ogre,https://cf.geekdo-images.com/9ng8DF-hodBIOFhQnLoRKg__original/img/rIEcDUsWqyFD3V03R_lDka9JeUk=/0x0/filters:format(jpeg)/pic3229789.jpg
949,Theseus: The Dark Orbit,2,4,90,2013,"Partnerships, Point to Point Movement, Variable Player Powers","Fighting, Science Fiction",Micha? Oracz,https://boardgamegeek.com/boardgame/144529/theseus-dark-orbit,https://cf.geekdo-images.com/_D-cvKqkz8b20H7wioas8g__original/img/GV8vnAyyHIs134q6gl1uTzSIN0I=/0x0/filters:format(jpeg)/pic1796366.jpg
950,Dungeons & Dragons: Temple of Elemental Evil Board Game,1,5,60,2015,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers","Adventure, Exploration, Fantasy, Miniatures","Peter Lee, Ben Petrisor",https://boardgamegeek.com/boardgame/172220/dungeons-dragons-temple-elemental-evil-board-game,https://cf.geekdo-images.com/YO3LX2U3LyH5xLyH-WAL-A__original/img/JK6508QmHeBfjssge495t2yoGzY=/0x0/filters:format(jpeg)/pic2496558.jpg
951,Tiny Epic Kingdoms,2,5,45,2014,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Auction/Bidding, Take That, Variable Phase Order, Variable Player Powers, Worker Placement","Bluffing, Civilization, Fantasy, Fighting, Medieval, Print & Play",Scott Almes,https://boardgamegeek.com/boardgame/148951/tiny-epic-kingdoms,https://cf.geekdo-images.com/rEBwFqk9b4rT-hrGOQnZrA__original/img/N-czadI8K2PdDuvOw7Vy50R7qls=/0x0/filters:format(jpeg)/pic2947892.jpg
952,New Angeles,4,6,240,2016,"Area Control / Area Influence, Co-operative Play, Variable Player Powers, Voting","Bluffing, Miniatures, Negotiation, Science Fiction",James Kniffen,https://boardgamegeek.com/boardgame/205716/new-angeles,https://cf.geekdo-images.com/HqgIDXSo5OkQNg20OIJmaA__original/img/umZ8J1ct7Md-RSBylNWewOti4wk=/0x0/filters:format(jpeg)/pic3123155.jpg
953,Timeline: Diversity,2,8,15,2012,none,"Card Game, Educational, Trivia",Frédéric Henry,https://boardgamegeek.com/boardgame/131325/timeline-diversity,https://cf.geekdo-images.com/MZeH8PXB9vn_dlcI7xyrKw__original/img/6N3IBw-jqLINWdtm0_jfuEs8_8M=/0x0/filters:format(jpeg)/pic2374186.jpg
954,Ground Floor,2,6,150,2012,Worker Placement,"City Building, Economic, Industry / Manufacturing",David Short,https://boardgamegeek.com/boardgame/38765/ground-floor,https://cf.geekdo-images.com/b8mrYfdRmAFLAmytvRZpSQ__original/img/KUzRrfQby7qoxq9vq5OamPiCtJw=/0x0/filters:format(jpeg)/pic1560952.jpg
955,Evo (second edition),2,5,60,2011,"Area Movement, Auction/Bidding, Variable Player Powers","Prehistoric, Science Fiction",Philippe Keyaerts,https://boardgamegeek.com/boardgame/107255/evo-second-edition,https://cf.geekdo-images.com/uynRkzz8ccFo3aEtU8aC8w__original/img/EZ3JoF7P6LXgeq5guFHwF-f-ukE=/0x0/filters:format(jpeg)/pic1042089.jpg
956,The Lost Expedition,1,5,50,2017,Co-operative Play,"Adventure, Card Game, Exploration",Peer Sylvester,https://boardgamegeek.com/boardgame/216459/lost-expedition,https://cf.geekdo-images.com/W8yjFs_0LaFL7TMg-nxi_g__original/img/KUZ244YDkZpaXtrRdVRcB1TnV2Y=/0x0/filters:format(jpeg)/pic3339655.jpg
957,Big City,2,5,60,1999,"Hand Management, Modular Board, Tile Placement",City Building,Franz-Benno Delonge,https://boardgamegeek.com/boardgame/70/big-city,https://cf.geekdo-images.com/LkPdT03ObmWklCB8S3DZfw__original/img/tOLxwWWirwmmZ5fYgh2wJ7c6MqA=/0x0/filters:format(jpeg)/pic1043072.jpg
958,Prêt-à-Porter,2,4,90,2010,"Card Drafting, Set Collection, Worker Placement","Economic, Industry / Manufacturing","Piotr Haraszczak, Ignacy Trzewiczek",https://boardgamegeek.com/boardgame/87890/pret-porter,https://cf.geekdo-images.com/6DboPjt27DN35KaFjHU2cg__original/img/ZwP5GG9pSSSuJgxO4deHgtdKxKY=/0x0/filters:format(jpeg)/pic4543705.jpg
959,Masmorra: Dungeons of Arcadia,1,5,45,2017,"Co-operative Play, Dice Rolling, Modular Board, Take That, Variable Player Powers","Adventure, Dice, Fantasy, Miniatures","Daniel Alves, Patrick Matheus, Eurico Cunha Neto",https://boardgamegeek.com/boardgame/181524/masmorra-dungeons-arcadia,https://cf.geekdo-images.com/OW2Xi0Mm7ZijLghZGJ7xLg__original/img/zJv2G0YLsQtbvFP0whBCN_Fbl_4=/0x0/filters:format(png)/pic2869709.png
960,Samurai Spirit,1,7,30,2014,"Co-operative Play, Partnerships, Press Your Luck, Variable Player Powers","Animals, Fantasy, Fighting",Antoine Bauza,https://boardgamegeek.com/boardgame/158900/samurai-spirit,https://cf.geekdo-images.com/0sGnwT947gqHYJV98VN3Cg__original/img/t5lCETSXs21lY7tgFbgOA20Elvg=/0x0/filters:format(jpeg)/pic2012135.jpg
961,Marvel Dice Masters: Age of Ultron,2,2,60,2015,"Deck / Pool Building, Dice Rolling, Variable Player Powers","Collectible Components, Comic Book / Strip, Dice, Fighting","Mike Elliott, Eric M. Lang",https://boardgamegeek.com/boardgame/168998/marvel-dice-masters-age-ultron,https://cf.geekdo-images.com/AtFM_Gwz9BqGNaB50Vqy5A__original/img/7XfEsTX6hLENq50sTSJRI4wtmvQ=/0x0/filters:format(jpeg)/pic2410564.jpg
962,Ascension: Rise of Vigil,2,4,30,2013,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Fantasy",Justin Gary,https://boardgamegeek.com/boardgame/138233/ascension-rise-vigil,https://cf.geekdo-images.com/0GR1dNrCSyrMt2wfUGLahA__original/img/6pDfBiESGd4_SjIUWAbJMvB3Dng=/0x0/filters:format(jpeg)/pic1937190.jpg
963,Exodus: Proxima Centauri,2,6,180,2012,"Area Control / Area Influence, Area Movement, Auction/Bidding, Dice Rolling, Hex-and-Counter, Modular Board, Simultaneous Action Selection, Take That, Trading, Voting","Civilization, Fighting, Science Fiction, Space Exploration, Wargame","Agnieszka Kopera, Andrei Novac",https://boardgamegeek.com/boardgame/122842/exodus-proxima-centauri,https://cf.geekdo-images.com/4gHOYL-hwq_GFVWgR9zh4Q__original/img/vMT2W9B7eS1unB-4Ox3VRa6673c=/0x0/filters:format(png)/pic1744472.png
964,König von Siam,2,4,30,2007,"Area Control / Area Influence, Hand Management, Partnerships",Political,Peer Sylvester,https://boardgamegeek.com/boardgame/29937/konig-von-siam,https://cf.geekdo-images.com/wsKaFTOdSFRzCoOJTZchPw__original/img/EGRf-yzKZvHVh_s2-XbQud_Ki04=/0x0/filters:format(jpeg)/pic261132.jpg
965,The Great Heartland Hauling Co.,2,4,30,2013,"Hand Management, Modular Board, Pick-up and Deliver",Transportation,Jason Kotarski,https://boardgamegeek.com/boardgame/111417/great-heartland-hauling-co,https://cf.geekdo-images.com/IZOWNRAjg8okC5JfGsURfA__original/img/ycj6QgHqeoglHhK8nAxjG4EORM8=/0x0/filters:format(jpeg)/pic1350080.jpg
